"NOMBRE DE LA INSTALACIÓN",FUENTE,TIPO,"FECHA DE DOCUMENTACIÓN","ESTADO ACTUAL","FECHA DE CONSTRUCCIÓN"
"ESTACION DE RECOLECCION DE GAS CUITLAHUAC 788 (MODULO)","VERIFICADO POR PEMEX","ESTACION DE RECOLECCION MODULAR",2020/09/23,OPERANDO,
"ESTACION DE RECOLECCION DE GAS CUITLAHUAC 11","VERIFICADO POR PEMEX","ESTACION DE RECOLECCION",2020/09/23,OPERANDO,
"TANQUE DE ALMACENAMIENTO FURBERO-1355","LEVANTAMIENTO EN CAMPO","TANQUE DE ALMACENAMIENTO",2017/06/29,"FUERA DE OPERACION",
"TANQUE DE ALMACENAMIENTO FURBERO-1567","LEVANTAMIENTO EN CAMPO","TANQUE DE ALMACENAMIENTO",2017/06/22,OPERANDO,
"TANQUE DE ALMACENAMIENTO FURBERO-2324","LEVANTAMIENTO EN CAMPO","TANQUE DE ALMACENAMIENTO",2017/06/23,"FUERA DE OPERACION",
"TANQUE DE ALMACENAMIENTO FURBERO-2362","LEVANTAMIENTO EN CAMPO","TANQUE DE ALMACENAMIENTO",2017/06/27,OPERANDO,
"TANQUE DE ALMACENAMIENTO FURBERO-3369","LEVANTAMIENTO EN CAMPO","TANQUE DE ALMACENAMIENTO",2020/07/05,OPERANDO,
"TANQUE DE ALMACENAMIENTO FURBERO-2652","LEVANTAMIENTO EN CAMPO","TANQUE DE ALMACENAMIENTO",2017/06/26,"FUERA DE OPERACION",
"MODULO DE SEPARACION FURBERO-1165","LEVANTAMIENTO EN CAMPO","MODULO DE SEPARACION",2017/06/14,OPERANDO,
"MODULO DE SEPARACION PROVISIONAL FURBERO-175","LEVANTAMIENTO EN CAMPO","MODULO DE SEPARACION",2017/06/14,OPERANDO,
"MODULO DE SEPARACION PROVISIONAL FURBERO-III","LEVANTAMIENTO EN CAMPO","MODULO DE SEPARACION",2017/07/21,DESMANTELADO,
"TANQUE DE ALMACENAMIENTO FURBERO-102","LEVANTAMIENTO EN CAMPO","TANQUE DE ALMACENAMIENTO",2017/07/19,"FUERA DE OPERACION",
"TANQUE DE ALMACENAMIENTO FURBERO-1697","LEVANTAMIENTO EN CAMPO","TANQUE DE ALMACENAMIENTO",2017/06/28,OPERANDO,
"TANQUE DE ALMACENAMIENTO FURBERO-1837","LEVANTAMIENTO EN CAMPO","TANQUE DE ALMACENAMIENTO",2017/06/28,OPERANDO,
"TANQUE DE ALMACENAMIENTO FURBERO-2663","LEVANTAMIENTO EN CAMPO","TANQUE DE ALMACENAMIENTO",2017/06/26,"FUERA DE OPERACION",
"TANQUE DE ALMACENAMIENTO FURBERO-49","LEVANTAMIENTO EN CAMPO","TANQUE DE ALMACENAMIENTO",2017/06/30,"FUERA DE OPERACION",
"TRAMPA DE RECEPCION AGUA FRIA",REFERENCIAS,TRAMPA,2021/06/14,DESCONOCIDO,
"CABEZAL SAMARIA 10BIS","DOCUMENTOS DE SOPORTE",CABEZAL,2021/06/25,OPERANDO,
"CABEZAL SAMARIA 15","DOCUMENTOS DE SOPORTE",CABEZAL,2021/06/25,OPERANDO,
"CABEZAL SAMARIA 840","DOCUMENTOS DE SOPORTE",CABEZAL,2021/06/25,OPERANDO,
"TRAMPA DE RECIBO CATEDRAL 75","LEVANTAMIENTO EN CAMPO",TRAMPA,2015/07/24,OPERANDO,
"ESTACION DE COMPRESION AGUA FRIA II","VERIFICADO POR PEMEX","ESTACION DE COMPRESION",2020/10/31,OPERANDO,
"PLATAFORMA AYATSIL A","DOCUMENTOS DE SOPORTE","PLATAFORMA DE PERFORACION (OCTAPODO)",2019/04/24,DESCONOCIDO,2015/02/01
"PLATAFORMA AYATSIL C","DOCUMENTOS DE SOPORTE","PLATAFORMA DE PERFORACION (OCTAPODO)",2019/08/09,DESCONOCIDO,2018/06/01
"MALOOB-D PERFORACION","DOCUMENTOS DE SOPORTE","PLATAFORMA DE PERFORACION",2018/11/01,DESCONOCIDO,
"CABEZAL SAMARIA 71","VERIFICADO POR PEMEX","CABEZAL PERIFERICO DE RECOLECCION",2022/02/03,OPERANDO,
"CABEZAL SAMARIA 73-A","VERIFICADO POR PEMEX","CABEZAL PERIFERICO DE RECOLECCION",2022/02/03,OPERANDO,
"COLECTOR CHILPAYA 1",CONTRATISTA,"ESTACION DE MEDICION",2021/10/15,OPERANDO,
"PLATAFORMA AYATSIL B","DOCUMENTOS DE SOPORTE","PLATAFORMA DE PERFORACION (OCTAPODO)",2019/04/22,DESCONOCIDO,2014/07/01
"PLATAFORMA AYATSIL D","DOCUMENTOS DE SOPORTE","PLATAFORMA DE PERFORACION (OCTAPODO)",2019/04/22,DESCONOCIDO,2016/04/01
"ESTACION DE RECOLECCION DE GAS CAUDALOSO 2","DOCUMENTOS DE SOPORTE","ESTACION DE RECOLECCION DE GAS",2012/12/07,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS CHAPUL 2 (MODULO)",REFERENCIAS,"ESTACION DE RECOLECCION DE GAS",2011/09/28,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS CHAPUL 1",REFERENCIAS,"ESTACION DE RECOLECCION DE GAS",2012/02/01,DESCONOCIDO,
"MODULO CORINDON 585","DOCUMENTOS DE SOPORTE",MODULO,2008/11/08,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS ARCABUZ 9","DOCUMENTOS DE SOPORTE","ESTACION DE RECOLECCION DE GAS",2022/03/05,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS ARCABUZ 8","DOCUMENTOS DE SOPORTE","ESTACION DE RECOLECCION DE GAS",2022/03/05,OPERANDO,
"PLATAFORMA MIZTON WHP",CONTRATISTA,"PLATAFORMA DE PRODUCCION",2021/02/01,OPERANDO,
"PLANTA RECEPTORA EN TIERRA (ORF)",CONTRATISTA,"BATERIA DE SEPARACION DE ACEITE",2021/02/01,OPERANDO,
"TRAMPA EL PUENTE",CONTRATISTA,TRAMPA,2021/02/01,DESCONOCIDO,
"PLATAFORMA XANAB B","DOCUMENTOS DE SOPORTE","PLATAFORMA DE PERFORACION",2016/09/01,DESCONOCIDO,
"PLATAFORMA XANAB C","DOCUMENTOS DE SOPORTE","PLATAFORMA DE PERFORACION",2016/01/01,DESCONOCIDO,
"PLATAFORMA XANAB D","DOCUMENTOS DE SOPORTE","PLATAFORMA DE PERFORACION",2016/01/01,DESCONOCIDO,
"FPSO MIAMTE",CONTRATISTA,"UNIDAD FLOTANTE DE PROCESAMIENTO",2022/03/01,OPERANDO,
"CABEZAL TIZON 201",REFERENCIAS,"CABEZAL DE RECOLECCION",2020/01/01,OPERANDO,
"CABEZAL TIZON 222",REFERENCIAS,"CABEZAL DE RECOLECCION",2020/01/01,OPERANDO,
"CABEZAL TIZON 1",REFERENCIAS,CABEZAL,2020/01/01,OPERANDO,
"CABEZAL SAMARIA 22",REFERENCIAS,CABEZAL,2020/01/01,OPERANDO,
"CABEZAL SAMARIA 17",REFERENCIAS,"CABEZAL DE RECOLECCION",2020/01/01,OPERANDO,
"CABEZAL SAMARIA 16",REFERENCIAS,"CABEZAL DE RECOLECCION",2020/01/01,OPERANDO,
"CABEZAL SAMARIA 35",REFERENCIAS,"CABEZAL DE RECOLECCION",2020/01/01,OPERANDO,
"CABEZAL SAMARIA 801",REFERENCIAS,"CABEZAL DE RECOLECCION",,DESCONOCIDO,
"PLATAFORMA ICHALKIL 2 DEL",CONTRATISTA,"PLATAFORMA DE PRODUCCION",2022/02/15,OPERANDO,2021/11/01
"PLATAFORMA POKOCH 1 DEL",CONTRATISTA,"PLATAFORMA DE PRODUCCION",2022/02/15,OPERANDO,2021/11/01
"PLATAFORMA AMOCA WHP1",CONTRATISTA,"PLATAFORMA DE PRODUCCION",2022/01/10,"FUERA DE OPERACION TEMPORAL",
"PLATAFORMA AMOCA WHP2",CONTRATISTA,"PLATAFORMA DE PRODUCCION",2022/01/10,DESCONOCIDO,
"BATERIA DE SEPARACION RABASA","VERIFICADO POR PEMEX","BATERIA DE SEPARACION",2020/12/01,OPERANDO,
"CABEZAL SHISHITO 91","DOCUMENTOS DE SOPORTE",CABEZAL,2018/06/01,DESCONOCIDO,
"CABEZAL SHISHITO 6","DOCUMENTOS DE SOPORTE",CABEZAL,2019/09/01,DESCONOCIDO,
"CABEZAL ARROYO PRIETO 11","VERIFICADO POR PEMEX","CABEZAL DE RECOLECCION PERIFERICO",2020/12/23,OPERANDO,
"CABEZAL ARROYO PRIETO 17","VERIFICADO POR PEMEX","CABEZAL DE RECOLECCION PERIFERICO",2020/12/23,OPERANDO,
"CABEZAL CINCO PRESIDENTES 935","VERIFICADO POR PEMEX","CABEZAL DE RECOLECCION PERIFERICO",2020/12/23,OPERANDO,
"CABEZAL LA VENTA 202","VERIFICADO POR PEMEX","CABEZAL DE DISTRIBUCION DE GAS",2020/12/23,OPERANDO,2019/05/01
"CABEZAL RABASA 178","VERIFICADO POR PEMEX","CABEZAL DE RECOLECCION PERIFERICO,CABEZAL DE DISTRIBUCION DE GAS",2020/12/23,OPERANDO,
"CABEZAL RABASA 211","VERIFICADO POR PEMEX","CABEZAL DE RECOLECCION PERIFERICO,CABEZAL DE DISTRIBUCION DE GAS",2020/12/23,OPERANDO,
"PLATAFORMA LA MURALLA IV","VERIFICADO POR PEMEX","PLATAFORMA DE PERFORACION SEMISUMERGIBLE",2019/03/10,DESCONOCIDO,
"CABEZAL TECOMINOACAN 109",REFERENCIAS,"CABEZAL PERIFERICO",2016/11/08,OPERANDO,
"CABEZAL LUNA 34",REFERENCIAS,CABEZAL,2016/11/08,DESCONOCIDO,
"MODULO NEJO 54","DOCUMENTO DE SOPORTE",MODULO,2020/07/03,DESCONOCIDO,
"CABEZAL 1235",REFERENCIAS,CABEZAL,2022/06/01,OPERANDO,
"CABEZAL 1273",REFERENCIAS,CABEZAL,2022/06/01,OPERANDO,
"ESTACION GRANJENO",REFERENCIAS,ESTACION,2016/08/11,DESCONOCIDO,
"MODULO DULCE 1","DOCUMENTO DE SOPORTE","MODULO DE RECOLECCION DE GAS",2010/04/09,DESCONOCIDO,2010/04/05
"PLATAFORMA KU-B","DOCUMENTO DE SOPORTE","PLATAFORMA DE PERFORACION",2019/01/01,OPERANDO,
"ESTACION DE RECOLECCION LOMITAS 2","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION TOPO 3","DOCUMENTOS DE SOPORTE","ESTACION DE RECOLECCION DE GAS",2014/09/17,OPERANDO,
"MODULO SANTA ANITA SUR","DOCUMENTO DE SOPORTE","MODULO DE RECOLECCION DE GAS",2016/08/11,OPERANDO,
"MODULO NEJO 100","DOCUMENTOS DE SOPORTE","ESTACION DE RECOLECCION DE GAS",2012/03/01,DESCONOCIDO,
"ESTACION DE RECOLECCION NEJO 223","DOCUMENTOS DE SOPORTE","MODULO DE RECOLECCION",2014/06/01,DESCONOCIDO,
"ESTACION DE RECOLECCION NEJO 2A","DOCUMENTOS DE SOPORTE","MODULO DE RECOLECCION",2004/05/01,DESCONOCIDO,
"ESTACION DE RECOLECCION NEJO 100","DOCUMENTOS DE SOPORTE","MODULO DE RECOLECCION",2014/07/01,DESCONOCIDO,
"ESTACION DE RECOLECCION NEJO 152","DOCUMENTOS DE SOPORTE","ESTACION DE RECOLECCION DE GAS",2012/11/01,DESCONOCIDO,
"ESTACION DE RECOLECCION NEJO 280","DOCUMENTOS DE SOPORTE","MODULO DE RECOLECCION",2012/03/01,DESCONOCIDO,
"ESTACION DE RECOLECCION PALMITO 6 (PALMITO 518)","DOCUMENTOS DE SOPORTE","MODULO DE RECOLECCION",2012/07/30,OPERANDO,
"CENTRO DE MANEJO DE LIQUIDOS NEJO","DOCUMENTOS DE SOPORTE","CENTRO DE MANEJO DE LIQUIDOS",2012/03/01,DESCONOCIDO,
"BATERIA DE SEPARACION CENIT I","VERIFICADO POR PEMEX","BATERIA DE SEPARACION DE ACEITES",2020/10/31,OPERANDO,
"BATERIA DE SEPARACION COAPECHACA V","VERIFICADO POR PEMEX","BATERIA DE SEPARACION DE ACEITES",2020/10/31,OPERANDO,2015/08/01
"BATERIA DE SEPARACION COAPECHACA IV","VERIFICADO POR PEMEX","BATERIA DE SEPARACION DE ACEITES",2020/10/31,OPERANDO,2010/07/01
"CABEZAL HUMAPA 2073","VERIFICADO POR PEMEX","CABEZALES PERIFERICOS DE RECOLECCION",2020/10/31,OPERANDO,
"MODULO DE SEPARACION PRESIDENTE ALEMAN 1614","VERIFICADO POR PEMEX","BATERIA DE SEPARACION DE ACEITES",2020/10/31,OPERANDO,2010/03/01
"MODULO DE SEPARACION PRESIDENTE ALEMAN 1365","VERIFICADO POR PEMEX","BATERIA DE SEPARACION DE ACEITES",2020/10/31,OPERANDO,2010/03/01
"ESTACION DE RECOLECCION CULEBRA 2C",REFERENCIAS,"ESTACION DE RECOLECCION",1999/12/10,DESCONOCIDO,
"ESTACION DE RECOLECCION REYNOSA 9A","DOCUMENTOS DE SOPORTE","ESTACION DE RECOLECCION",2002/06/12,DESCONOCIDO,
"SITIO DE RECOLECCION HIDALGO 3",REFERENCIAS,"SITIO DE RECOLECCION DE GAS",2012/06/01,DESCONOCIDO,
"SITIO DE RECOLECCION HIDALGO 2",REFERENCIAS,"SITIO DE RECOLECCION DE GAS",2010/05/01,DESCONOCIDO,
"TRAMPA CHIPILIN","DOCUMENTOS DE SOPORTE",TRAMPA,2012/01/01,OPERANDO,
"CABEZAL AYAPA","DOCUMENTOS DE SOPORTE","CABEZAL PERIFERICO",2012/01/01,OPERANDO,
"MODULO NEJO 502 (LINDERO 1)",REFERENCIAS,"MODULO DE RECOLECCION DE GAS",2016/08/11,DESCONOCIDO,
"ESTACION FORASTERO 1",REFERENCIAS,ESTACION,2016/08/11,DESCONOCIDO,
"ESTACION COUGAR",REFERENCIAS,"ESTACION DE RECOLECCION Y COMPRESION DE GAS",2016/08/11,DESCONOCIDO,
"MODULO MASTER 1",REFERENCIAS,MODULO,2016/08/11,DESCONOCIDO,
"ENTRONQUE ARCOS",REFERENCIAS,ENTRONQUE,2016/08/11,DESCONOCIDO,
"TERMINAL CASTANOS",REFERENCIAS,TERMINAL,2016/08/11,DESCONOCIDO,
"MODULO ECATL 8",REFERENCIAS,"MODULO DE RECOLECCION",2016/11/08,DESCONOCIDO,
